PipeID,Age,Diameter,Depth,Slope,Length,Pipe_Type,Connection_Type,Pipe_Form,Material,Rainfall,Geology,Groundwater,Soil_Type,Landslide_Area,Population,Building_Area,Land_Cover,Distance_to_Road,Traffic_Volume,Condition_Classes
152816,1,160,-2.01,4.32,29.94,Wastewater,MUF,S,PVC,134.8,Geology-2,19.63,SoilType-5,No,204,No,LandCover-1,RoadClass-3,0,0
141225,23,225,-1.75,5.56,3.21,Combined,Others,S,PVC,124.32,Geology-2,16.22,SoilType-9,No,106,No,LandCover-1,RoadClass-0,8700,0
64918,37,200,-2.12,3.42,23.43,Wastewater,MUF,S,BET,134.07,Geology-0,21.61,SoilType-5,No,121,No,LandCover-2,RoadClass-1,0,0
152416,47,375,-2.54,4.09,16.04,Combined,MUF,S,BET,145.45,Geology-0,13.69,SoilType-9,No,59,No,LandCover-4,RoadClass-3,0,1
162827,0,250,-1.7,1.77,72.25,Stormwater,Others,S,PVC,133.05,Geology-2,19.18,SoilType-5,No,125,No,LandCover-2,RoadClass-0,0,0
4313,51,225,-1.91,5.25,33.31,Combined,MUF,S,BET,123.33,Geology-2,15.48,SoilType-3,No,266,No,LandCover-4,RoadClass-0,0,0
164372,0,160,-1.87,4.81,87.79,Wastewater,Others,S,PVC,127.44,Geology-2,16.26,SoilType-5,No,142,No,LandCover-2,RoadClass-1,0,0
52196,21,150,-2.08,2.87,27.66,Combined,MUF,S,BET,142.49,Geology-0,14.65,SoilType-9,No,116,No,LandCover-2,RoadClass-1,0,1
159670,1,160,-0.62,0.71,29.42,Wastewater,Others,S,PVC,149.57,Geology-0,2.9,SoilType-9,No,24,No,LandCover-2,RoadClass-3,0,0
57604,28,315,-2.07,-0.13,33.77,Wastewater,Others,S,PVC,147.35,Geology-0,22.77,SoilType-9,No,94,No,LandCover-2,RoadClass-4,0,0
161295,22,600,-1.11,7.64,29.47,Stormwater,MUF,S,BET,122.45,Geology-2,15.77,SoilType-4,No,11,No,LandCover-1,RoadClass-3,0,0
2750,90,450,-1.81,-0.5,34.81,Combined,MUF,S,BET,122.92,Geology-2,15.51,SoilType-2,No,237,No,LandCover-2,RoadClass-0,0,1
52931,36,200,-2.78,0.55,48.56,Combined,MUF,S,BET,143.49,Geology-0,15.77,SoilType-7,No,55,No,LandCover-1,RoadClass-1,0,1
60348,49,230,-3.76,5.07,18.5,Combined,MUF,S,BET,127.45,Geology-2,16.26,SoilType-5,No,142,No,LandCover-2,RoadClass-1,0,1
46094,38,200,-1.42,0.67,34.82,Combined,MUF,S,PVC,107.48,Geology-2,15.5,SoilType-2,No,382,No,LandCover-1,RoadClass-0,0,0
153020,9,225,-2.23,0.86,38.88,Combined,Others,S,BET,124.35,Geology-2,16.2,SoilType-4,No,180,No,LandCover-1,RoadClass-1,0,1
169669,57,225,-1.48,1.48,47.41,Combined,MUF,S,BET,139.29,Geology-2,19.01,SoilType-4,No,62,No,LandCover-1,RoadClass-0,0,0
23575,49,200,-0.75,8.1,28.14,Combined,MUF,S,PVC,118.72,Geology-2,15.57,SoilType-9,No,230,No,LandCover-2,RoadClass-3,0,1
66659,56,185,-2.6,1.17,37.08,Wastewater,MUF,S,PVC,131.85,Geology-2,29.75,SoilType-5,No,38,No,LandCover-1,RoadClass-0,4200,1
128740,55,160,-0.32,0.13,23.11,Wastewater,MUF,S,PVC,123.65,Geology-2,18.13,SoilType-9,No,135,No,LandCover-2,RoadClass-4,0,0
57504,29,315,-0.61,0.3,55.01,Wastewater,Others,S,PVC,146.02,Geology-2,21.59,SoilType-9,No,0,No,LandCover-4,RoadClass-4,0,0
162700,43,225,-1.61,3.92,44.98,Combined,MUF,S,BET,141.79,Geology-0,25.91,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,1
158886,0,200,-2.29,1.17,76.4,Wastewater,Others,S,PVC,140.29,Geology-0,26.54,SoilType-5,No,63,No,LandCover-1,RoadClass-0,0,0
27915,40,600,-2.29,0.21,19.64,Combined,Others,S,PVC,104.22,Geology-2,15.48,SoilType-2,No,85,No,LandCover-2,RoadClass-0,0,0
55407,44,300,-2.15,0.35,51.51,Wastewater,MUF,S,BET,143.31,Geology-0,22.43,SoilType-4,No,134,No,LandCover-2,RoadClass-0,0,1
159167,1,200,-1.38,5.66,31.11,Stormwater,Others,S,PVC,149.44,Geology-0,2.95,SoilType-9,No,24,No,LandCover-2,RoadClass-0,0,0
59424,47,150,-2,-4.46,18.09,Wastewater,Others,S,BET,124.36,Geology-2,16.24,SoilType-9,No,106,No,LandCover-2,RoadClass-1,0,1
73974,33,200,-1.93,6.34,27.38,Combined,Others,S,PVC,105.92,Geology-2,15.47,SoilType-2,No,542,No,LandCover-1,RoadClass-0,0,0
156401,0,200,-3.1,1.61,44.28,Wastewater,Others,S,PVC,146.6,Geology-0,13.27,SoilType-6,No,15,No,LandCover-2,RoadClass-0,0,0
13808,24,400,-2.01,8.07,12.81,Combined,Others,S,PVC,98.03,Geology-2,15.47,SoilType-2,No,523,No,LandCover-1,RoadClass-0,6300,1
132984,13,200,-1.02,0.74,52.86,Wastewater,Others,S,PVC,109.05,Geology-2,15.52,SoilType-2,No,139,No,LandCover-1,RoadClass-0,0,0
64002,20,225,-3.81,11.21,50.3,Wastewater,MUF,S,Others,132.16,Geology-0,20.53,SoilType-5,No,60,No,LandCover-2,RoadClass-0,0,1
162531,1,200,-2.23,2.9,31.28,Wastewater,Others,S,PVC,132.99,Geology-2,18.99,SoilType-4,No,125,No,LandCover-1,RoadClass-1,0,0
154251,47,225,-1.92,-0.05,16.82,Wastewater,MUF,S,BET,124.24,Geology-2,16.22,SoilType-9,No,106,No,LandCover-4,RoadClass-1,0,1
66895,35,250,-1.72,0.59,30.96,Combined,Others,S,PVC,122.53,Geology-2,51.52,SoilType-9,No,19,No,LandCover-2,RoadClass-0,0,0
158329,1,250,-1.68,0.71,26.67,Stormwater,Others,S,PVC,149.06,Geology-0,2.79,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
14776,44,300,-1.03,2.62,123.21,Stormwater,Others,S,BET,113.74,Geology-2,15.54,SoilType-3,No,110,No,LandCover-1,RoadClass-2,0,1
162694,1,250,-2.47,5.2,69.09,Stormwater,Others,S,PVC,132.93,Geology-2,19.16,SoilType-5,No,125,No,LandCover-1,RoadClass-2,0,0
52916,24,300,-1.21,0.47,50.03,Combined,MUF,S,Others,142.91,Geology-0,15.55,SoilType-9,No,130,No,LandCover-2,RoadClass-0,0,1
160120,1,150,-1.84,2.15,6.12,Combined,Others,S,BET,131.51,Geology-2,19.08,SoilType-6,No,130,No,LandCover-1,RoadClass-3,0,0
74002,24,315,-0.3,0.67,112.17,Combined,Others,S,PVC,142.34,Geology-0,14.99,SoilType-9,No,65,No,LandCover-2,RoadClass-3,0,0
171148,8,160,-1.05,1.32,91.2,Wastewater,Others,S,PVC,144.07,Geology-2,13.8,SoilType-3,No,0,No,LandCover-1,RoadClass-0,0,0
163489,1,315,-1.22,-0.4,66.24,Stormwater,Others,S,PPP,117.85,Geology-2,15.58,SoilType-9,No,230,No,LandCover-2,RoadClass-0,5100,0
49798,55,230,-1.79,-1.7,59.87,Combined,MUF,S,BET,122.42,Geology-2,15.59,SoilType-9,No,104,No,LandCover-4,RoadClass-0,0,1
64931,51,150,-2.05,3.1,37.4,Combined,MUF,S,BET,134.85,Geology-2,19.62,SoilType-5,No,181,No,LandCover-1,RoadClass-0,0,0
164631,1,200,-2.14,3.26,45.83,Wastewater,Others,S,PVC,141.86,Geology-0,25.91,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,0
14956,60,200,-1.28,0.84,20.32,Combined,MUF,S,BET,123.24,Geology-2,17.99,SoilType-9,No,236,No,LandCover-4,RoadClass-0,0,1
129898,15,200,-1.12,3.93,3.95,Wastewater,Others,S,PVC,129.36,Geology-0,19.41,SoilType-5,No,20,No,LandCover-1,RoadClass-2,0,0
57502,28,315,-1.03,0,40.74,Wastewater,Others,S,PVC,146.57,Geology-2,21.81,SoilType-9,No,0,No,LandCover-4,RoadClass-4,0,0
163600,0,200,-2.4,0.58,53.39,Wastewater,Others,S,PVC,125.08,Geology-2,16.11,SoilType-6,No,171,No,LandCover-1,RoadClass-0,0,0
5246,31,200,-7.79,-2.19,32.28,Stormwater,MUF,S,BET,127.94,Geology-2,16.26,SoilType-9,No,140,No,LandCover-1,RoadClass-2,0,1
115471,9,250,-1.14,4.4,5.83,Combined,Others,S,PVC,144.58,Geology-0,14.87,SoilType-9,No,133,No,LandCover-4,RoadClass-0,0,0
70584,51,225,-1.15,1.15,59.75,Combined,MUF,S,BET,144.86,Geology-0,14.52,SoilType-9,No,133,No,LandCover-2,RoadClass-3,0,1
160234,1,400,-3.37,-6.09,97.6,Stormwater,Others,S,BET,140.59,Geology-2,6.45,SoilType-6,No,81,No,LandCover-1,RoadClass-3,0,1
24447,68,300,-1.84,4.59,42.01,Combined,MUF,S,BET,117.47,Geology-2,15.56,SoilType-9,No,303,No,LandCover-4,RoadClass-2,0,1
58229,41,200,-1,0.6,36.1,Wastewater,Others,S,PVC,122.7,Geology-2,15.93,SoilType-9,No,123,No,LandCover-2,RoadClass-1,0,0
57282,29,160,-1.92,2.76,63.85,Wastewater,Others,S,PVC,144.71,Geology-0,24.96,SoilType-9,No,70,No,LandCover-2,RoadClass-0,0,0
169454,44,300,-1.38,0.81,15.77,Stormwater,Others,S,BET,112.29,Geology-2,15.54,SoilType-3,No,110,No,LandCover-1,RoadClass-1,0,0
154134,0,160,-1.88,0.83,22.45,Wastewater,Others,S,PVC,143.83,Geology-0,14.69,SoilType-9,No,178,No,LandCover-2,RoadClass-4,0,0
26913,89,225,-1.86,1.95,49.88,Combined,Others,S,Others,110.44,Geology-2,15.53,SoilType-2,No,342,No,LandCover-1,RoadClass-0,0,1
71008,42,160,-1.8,0.22,50.22,Wastewater,Others,S,PVC,126.63,Geology-0,15.62,SoilType-4,No,114,No,LandCover-1,RoadClass-0,0,0
53571,35,800,-1.53,3,18.46,Stormwater,MUF,S,BET,141.29,Geology-3,11.34,SoilType-6,No,71,No,LandCover-2,RoadClass-0,0,0
89731,37,160,-1.93,3.34,10.41,Combined,Others,S,PVC,113.3,Geology-2,15.61,SoilType-5,No,122,No,LandCover-4,RoadClass-0,0,0
74052,35,160,-1.17,-0.06,23.53,Stormwater,Others,S,PVC,105.8,Geology-2,15.48,SoilType-2,No,171,No,LandCover-1,RoadClass-2,0,0
23564,48,225,-1.92,2.78,28.27,Combined,MUF,S,BET,118.3,Geology-2,15.57,SoilType-9,No,303,No,LandCover-2,RoadClass-1,0,1
4364,48,200,-2.69,0.85,50.93,Combined,MUF,S,BET,122.52,Geology-2,15.66,SoilType-9,No,162,No,LandCover-1,RoadClass-3,0,1
161848,14,160,-0.84,4.23,3.36,Combined,Others,S,PVC,106.81,Geology-2,15.41,SoilType-2,No,93,No,LandCover-4,RoadClass-0,0,1
68123,41,160,-2.55,1,58.21,Wastewater,IM,S,PVC,145.73,Geology-0,14.97,SoilType-6,No,60,No,LandCover-1,RoadClass-3,0,0
55465,40,160,-1.54,1.63,40.67,Wastewater,Others,S,PVC,143.57,Geology-0,21.49,SoilType-5,No,134,No,LandCover-2,RoadClass-3,0,1
159243,1,315,-1.5,4.55,23.54,Stormwater,Others,S,PVC,122.5,Geology-2,15.54,SoilType-2,No,318,No,LandCover-2,RoadClass-1,0,0
14794,25,200,-2.18,3.66,75.48,Stormwater,MUF,S,BET,123.49,Geology-2,18.09,SoilType-9,No,135,No,LandCover-4,RoadClass-0,0,1
153539,60,250,-1.06,-4.13,8.31,Combined,Others,S,BET,123.36,Geology-2,16.08,SoilType-4,No,102,No,LandCover-2,RoadClass-1,0,1
168744,1,315,-1.54,0.7,40.53,Stormwater,Others,S,PPP,133.58,Geology-0,25.8,SoilType-6,No,44,No,LandCover-1,RoadClass-0,0,0
5542,64,225,-1.73,2.12,35.33,Combined,MUF,S,BET,122.45,Geology-2,15.67,SoilType-6,No,104,No,LandCover-1,RoadClass-1,0,1
153181,1,160,-1.32,2.89,49.43,Wastewater,Others,S,PVC,144.03,Geology-0,14.69,SoilType-9,No,178,No,LandCover-2,RoadClass-2,0,0
73497,40,600,-1.5,-0.04,33.51,Combined,Others,S,PVC,104.46,Geology-2,15.48,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,0
133837,5,250,-1.92,1.57,25.18,Combined,MUF,S,PVC,124.36,Geology-2,16.2,SoilType-4,No,11,No,LandCover-2,RoadClass-0,0,0
163696,0,315,-1.16,-0.97,50.88,Stormwater,Others,S,PPP,118.39,Geology-0,15.58,SoilType-9,No,129,No,LandCover-2,RoadClass-0,5100,0
63193,50,300,-1.62,4.44,54.95,Combined,MUF,S,BET,133.8,Geology-2,18.46,SoilType-5,No,147,No,LandCover-1,RoadClass-1,0,1
67762,33,200,-3.2,4.39,15.49,Combined,IM,S,PVC,144.13,Geology-0,16.61,SoilType-6,No,90,No,LandCover-4,RoadClass-0,11080,0
97785,64,400,-1.88,13.28,21.71,Combined,MUF,S,BET,110.73,Geology-2,15.43,SoilType-2,No,182,Yes,LandCover-2,RoadClass-3,0,1
68318,40,200,-2.35,2.84,45.29,Wastewater,IM,S,BET,147.68,Geology-0,10.33,SoilType-9,No,191,No,LandCover-2,RoadClass-2,0,1
84541,22,250,-1.43,7.84,1.27,Stormwater,Others,S,PVC,106.14,Geology-2,15.49,SoilType-2,No,376,No,LandCover-1,RoadClass-0,0,0
83937,92,225,-2.71,2.59,53.65,Combined,MUF,S,Others,106.51,Geology-2,15.5,SoilType-2,No,546,No,LandCover-2,RoadClass-0,0,1
78665,23,315,-2.08,-1,165.95,Wastewater,Others,S,PVC,135.93,Geology-2,15.56,SoilType-5,No,251,No,LandCover-2,RoadClass-0,6800,0
55488,38,160,-1,0.43,48.42,Wastewater,Others,S,PVC,143.9,Geology-0,21.33,SoilType-5,No,78,No,LandCover-2,RoadClass-1,0,0
66585,41,400,-1.09,3.85,54.09,Stormwater,MUF,S,BET,128.46,Geology-2,34.31,SoilType-5,No,138,No,LandCover-2,RoadClass-1,0,0
131501,13,250,-1.06,4.78,14.58,Combined,Others,S,PVC,109.34,Geology-2,15.52,SoilType-0,No,102,No,LandCover-1,RoadClass-0,0,1
9548,21,400,-0.92,6.17,15.89,Combined,MUF,S,Others,105.65,Geology-2,15.47,SoilType-2,No,60,Yes,LandCover-1,RoadClass-2,0,1
41052,32,400,-1.1,0.28,32.73,Combined,Others,S,PVC,108.49,Geology-2,15.51,SoilType-2,No,139,No,LandCover-1,RoadClass-0,9680,0
4272,42,300,-1.08,-0.43,49.66,Combined,MUF,S,BET,122.74,Geology-0,15.55,SoilType-2,No,67,No,LandCover-4,RoadClass-2,0,1
168970,1,200,-2.68,0.84,51.13,Combined,Others,S,BET,122.52,Geology-2,15.66,SoilType-9,No,162,No,LandCover-1,RoadClass-3,0,1
44200,93,225,-1.03,1.77,25.91,Combined,Others,S,Others,107.88,Geology-2,15.5,SoilType-2,No,382,No,LandCover-1,RoadClass-0,0,1
66599,56,200,-1.83,2.23,27.19,Wastewater,MUF,S,BET,129.77,Geology-2,32.12,SoilType-5,No,38,No,LandCover-2,RoadClass-1,0,0
162023,28,250,-4.63,4.56,29.78,Stormwater,Others,S,PVC,139.85,Geology-3,5.74,SoilType-6,No,120,No,LandCover-2,RoadClass-2,0,0
159348,1,315,-1.27,4.27,25.84,Stormwater,Others,S,PVC,122.49,Geology-2,15.49,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
153168,49,300,-0.35,10.7,44.31,Combined,MUF,S,BET,144.1,Geology-0,14.64,SoilType-9,No,178,No,LandCover-1,RoadClass-1,0,1
69490,44,250,-3.87,1.66,51.14,Wastewater,IM,S,BET,146.91,Geology-0,19.53,SoilType-6,No,54,No,LandCover-4,RoadClass-3,0,0
56027,38,150,-1.79,-0.04,61.31,Wastewater,MUF,S,BET,133.48,Geology-0,24.58,SoilType-4,No,50,No,LandCover-3,RoadClass-3,0,1
82990,23,160,-1,0.65,22.29,Wastewater,Others,S,PVC,125.56,Geology-2,16.19,SoilType-6,No,181,No,LandCover-4,RoadClass-0,0,0
159262,1,160,-1.93,5.72,29.93,Wastewater,Others,S,PVC,122.48,Geology-2,15.5,SoilType-2,No,115,No,LandCover-1,RoadClass-1,0,0
20167,18,200,-1.78,0.14,18.67,Combined,Others,S,PVC,123.43,Geology-2,18.06,SoilType-9,No,93,No,LandCover-2,RoadClass-1,0,0
155618,61,225,-0.65,-0.9,58.84,Wastewater,Others,S,BET,133.47,Geology-0,26.41,SoilType-5,No,44,No,LandCover-2,RoadClass-3,0,0
70592,49,300,-2.56,9.68,12.45,Combined,MUF,S,BET,144.8,Geology-0,14.56,SoilType-9,No,133,No,LandCover-1,RoadClass-1,0,1
66650,36,300,-2.81,7.03,53.76,Wastewater,Others,S,BET,128.07,Geology-2,34.58,SoilType-5,No,138,No,LandCover-2,RoadClass-3,0,0
66213,28,315,-1.15,1.15,26.76,Wastewater,Others,S,PVC,131.01,Geology-2,26.24,SoilType-5,No,0,No,LandCover-1,RoadClass-3,0,0
99600,29,160,-1.13,2.1,26.71,Wastewater,Others,S,PVC,124.27,Geology-0,18.46,SoilType-9,No,82,No,LandCover-1,RoadClass-2,0,0
52895,21,315,-0.9,3.3,35.42,Wastewater,Others,S,PVC,141.84,Geology-0,14.48,SoilType-9,No,104,No,LandCover-2,RoadClass-2,0,0
66118,50,200,-1.6,1.26,25.12,Wastewater,MUF,S,BET,129.6,Geology-2,30.6,SoilType-5,No,6,No,LandCover-2,RoadClass-1,0,1
56671,22,225,-1.66,0.89,50.06,Combined,MUF,S,Others,138.92,Geology-2,25.4,SoilType-5,No,180,No,LandCover-1,RoadClass-1,0,1
66615,46,200,-2.17,4.48,30.7,Wastewater,Others,S,PVC,129.36,Geology-2,33.66,SoilType-5,No,130,No,LandCover-2,RoadClass-0,0,0
159242,1,160,-1.41,4.47,22.11,Wastewater,Others,S,PVC,122.5,Geology-2,15.54,SoilType-2,No,318,No,LandCover-2,RoadClass-1,0,0
149910,67,230,-1.31,1.28,2.88,Stormwater,Others,Others,BET,122.5,Geology-0,15.6,SoilType-2,No,318,No,LandCover-1,RoadClass-2,6690,1
162553,1,200,-1.25,3.36,41.47,Wastewater,Others,S,PVC,125.84,Geology-0,16.33,SoilType-4,No,146,No,LandCover-2,RoadClass-1,0,0
59710,40,225,-1.54,2.3,44.42,Combined,MUF,S,BET,127.37,Geology-0,16.83,SoilType-9,No,66,No,LandCover-2,RoadClass-3,0,0
164370,0,250,-1.86,4.64,87.99,Stormwater,Others,S,PVC,127.44,Geology-2,16.26,SoilType-5,No,142,No,LandCover-2,RoadClass-0,0,0
162153,40,200,-3.84,0.34,51.83,Stormwater,MUF,S,PVC,136.93,Geology-2,14.9,SoilType-5,No,70,No,LandCover-1,RoadClass-0,0,0
53898,28,200,-1.74,7.32,21.98,Wastewater,Others,S,PVC,139.9,Geology-3,5.81,SoilType-6,No,120,No,LandCover-2,RoadClass-3,0,0
4314,51,225,-1.22,3.28,35.96,Combined,MUF,S,BET,123.1,Geology-2,15.47,SoilType-3,No,266,No,LandCover-4,RoadClass-0,0,1
105767,53,300,-1.37,0.51,15.26,Stormwater,MUF,S,BET,124.36,Geology-0,16.19,SoilType-4,No,11,No,LandCover-1,RoadClass-0,0,1
67458,47,300,-1.11,0.66,36.82,Wastewater,MUF,S,BET,145.45,Geology-0,13.91,SoilType-9,No,129,No,LandCover-2,RoadClass-0,0,0
66285,61,225,-0.55,4,41.34,Wastewater,Others,S,BET,133.11,Geology-0,26.77,SoilType-5,No,44,No,LandCover-4,RoadClass-3,0,0
60008,36,160,-2.94,8.46,29.8,Wastewater,Others,S,PVC,128.16,Geology-2,16.48,SoilType-5,No,116,No,LandCover-1,RoadClass-1,8700,1
59423,1,200,-1.6,1.82,50.91,Wastewater,Others,S,BET,124.28,Geology-2,16.22,SoilType-9,No,106,No,LandCover-1,RoadClass-3,0,0
14274,91,300,-0.43,12.73,55.38,Combined,MUF,S,BET,97.22,Geology-2,15.45,SoilType-2,Yes,523,No,LandCover-1,RoadClass-0,0,1
63659,36,250,-1.88,6.33,89.61,Stormwater,Others,S,PVC,132.73,Geology-0,20.63,SoilType-5,No,130,No,LandCover-2,RoadClass-1,0,1
156674,13,160,-4.11,-1.17,18.17,Wastewater,Others,S,PVC,115.57,Geology-2,15.6,SoilType-5,No,157,No,LandCover-1,RoadClass-3,0,0
14466,85,225,-0.88,6.9,43.42,Combined,MUF,S,BET,122.86,Geology-2,15.51,SoilType-2,No,180,No,LandCover-4,RoadClass-0,0,1
128736,55,225,-1.19,-1.42,34.15,Wastewater,MUF,S,BET,123.75,Geology-2,18.17,SoilType-9,No,135,No,LandCover-2,RoadClass-3,0,1
154404,1,160,-2.02,2.38,38.76,Wastewater,Others,S,PVC,143.69,Geology-0,14.74,SoilType-9,No,178,No,LandCover-4,RoadClass-2,0,0
63992,0,200,-0.45,2.39,28.36,Stormwater,MUF,S,Others,131.7,Geology-2,20.63,SoilType-6,No,75,No,LandCover-3,RoadClass-3,0,0
20318,52,230,-2.22,6.91,21.69,Combined,MUF,S,BET,120.09,Geology-0,15.59,SoilType-9,No,129,No,LandCover-2,RoadClass-3,0,1
160848,0,400,-1.85,5.63,25.71,Stormwater,Others,S,PPP,131.6,Geology-2,19.05,SoilType-6,No,130,No,LandCover-2,RoadClass-0,0,0
65762,46,225,-3.4,2.15,70.61,Combined,MUF,S,BET,135.41,Geology-2,17.13,SoilType-5,No,251,No,LandCover-2,RoadClass-0,0,1
72808,19,200,-3.17,7.24,25.82,Combined,Others,S,PVC,104.94,Geology-2,15.46,SoilType-2,No,320,No,LandCover-2,RoadClass-0,0,1
1127,56,150,-2.09,1.83,37.19,Combined,MUF,S,BET,123.16,Geology-2,18.12,SoilType-9,No,93,No,LandCover-2,RoadClass-3,0,1
163033,0,160,-2.74,2.31,59.45,Wastewater,Others,S,PVC,144.16,Geology-0,24.01,SoilType-5,No,94,No,LandCover-1,RoadClass-4,0,0
66889,35,250,-1.99,0.38,47.78,Combined,Others,S,PVC,123.27,Geology-2,49.43,SoilType-4,No,0,No,LandCover-2,RoadClass-0,0,0
62575,48,400,-1.69,2.41,25.53,Stormwater,MUF,S,PVC,131.8,Geology-2,19.1,SoilType-9,No,130,No,LandCover-4,RoadClass-1,0,0
66109,38,200,-2.25,3.75,39.3,Wastewater,MUF,S,BET,130.54,Geology-2,28.98,SoilType-5,No,70,No,LandCover-2,RoadClass-0,0,0
60026,49,250,-1.46,4.77,34.45,Combined,MUF,S,BET,127.46,Geology-2,16.29,SoilType-9,No,142,No,LandCover-4,RoadClass-2,0,1
75299,35,600,-1.34,0.17,53.58,Combined,Others,S,PVC,106.2,Geology-2,15.5,SoilType-2,No,376,No,LandCover-1,RoadClass-0,13550,0
57219,40,225,-2.07,2.99,43.41,Combined,MUF,S,BET,142.35,Geology-0,25.54,SoilType-5,No,190,No,LandCover-1,RoadClass-0,0,1
67496,50,225,-0.43,7.39,27.59,Combined,MUF,S,BET,145.21,Geology-0,14.15,SoilType-9,No,129,No,LandCover-4,RoadClass-2,0,1
155522,1,225,-4.71,1.81,22.94,Wastewater,MUF,S,BET,123.82,Geology-2,18.18,SoilType-9,No,135,No,LandCover-1,RoadClass-0,0,0
154247,1,160,-1.66,0.95,67.49,Wastewater,Others,S,PVC,143.75,Geology-0,14.71,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
24453,68,300,-1.9,3.5,29.48,Combined,MUF,S,BET,117.53,Geology-2,15.57,SoilType-9,No,230,No,LandCover-2,RoadClass-1,0,0
56744,54,225,-1.61,8,36.1,Combined,MUF,S,BET,140.41,Geology-0,24.99,SoilType-5,No,167,No,LandCover-1,RoadClass-3,0,1
5039,51,200,-1.53,5.08,39.52,Combined,MUF,S,PVC,123.81,Geology-2,15.48,SoilType-3,No,195,No,LandCover-4,RoadClass-0,0,0
52912,24,300,-2.11,-0.02,30.86,Combined,MUF,S,Others,142.73,Geology-0,15.36,SoilType-6,No,65,No,LandCover-1,RoadClass-1,0,1
69216,40,200,-1.84,1.83,29.17,Stormwater,IM,S,BET,146.45,Geology-0,16.51,SoilType-9,No,81,No,LandCover-1,RoadClass-0,0,1
153988,0,160,-1.99,3.45,52.65,Wastewater,Others,S,PVC,143.89,Geology-0,14.67,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
65749,25,225,-0.7,0.34,51.01,Combined,MUF,S,BET,135.51,Geology-2,15.95,SoilType-5,No,195,No,LandCover-4,RoadClass-0,6800,1
162690,1,200,-2.6,-1.33,56.17,Wastewater,Others,S,PVC,126.37,Geology-0,16.44,SoilType-4,No,33,No,LandCover-2,RoadClass-0,0,0
3288,8,160,-1.62,-0.1,62.84,Wastewater,Others,S,PVC,143.8,Geology-2,14.56,SoilType-3,No,0,No,LandCover-1,RoadClass-3,0,0
161986,0,315,-0.84,3.28,68.93,Stormwater,Others,S,PVC,103.85,Geology-2,15.46,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,0
59196,1,125,-1.66,3.37,18.53,Wastewater,Others,S,PVC,124.3,Geology-2,16.2,SoilType-9,No,106,No,LandCover-2,RoadClass-0,0,0
159273,1,200,-1.73,0.55,33.06,Stormwater,Others,S,PVC,149.45,Geology-0,2.36,SoilType-9,No,24,No,LandCover-1,RoadClass-0,0,0
76243,19,225,-1.11,0.57,45.52,Stormwater,MUF,S,BET,122.46,Geology-2,15.59,SoilType-2,No,236,No,LandCover-1,RoadClass-1,6690,1
94297,16,200,-1.58,-1.83,18.29,Stormwater,Others,S,PPP,105.2,Geology-2,15.46,SoilType-2,No,320,No,LandCover-2,RoadClass-0,0,0
74051,43,160,-0.94,0.57,41.87,Combined,Others,S,PVC,105.84,Geology-2,15.48,SoilType-2,No,171,No,LandCover-1,RoadClass-0,0,0
80940,14,200,-2.48,-1.31,16.66,Wastewater,Others,S,PVC,131.99,Geology-0,25.63,SoilType-5,No,0,No,LandCover-2,RoadClass-2,0,1
165445,1,200,-2.48,2.94,97.76,Wastewater,Others,S,PVC,142.71,Geology-0,25.3,SoilType-5,No,190,No,LandCover-2,RoadClass-0,0,0
68980,40,200,-2.21,-2.03,25.28,Stormwater,IM,S,BET,148.72,Geology-0,15.72,SoilType-9,No,125,No,LandCover-1,RoadClass-0,0,1
63188,50,300,-2.32,6.13,28.62,Combined,MUF,S,BET,133.87,Geology-2,18.31,SoilType-5,No,147,No,LandCover-4,RoadClass-0,0,0
66900,35,250,-2.28,3.07,35.85,Combined,MUF,S,BET,122.38,Geology-2,51.61,SoilType-9,No,19,No,LandCover-1,RoadClass-0,0,0
56845,35,160,-2,2.07,45.14,Wastewater,Others,S,PVC,137.24,Geology-0,26.04,SoilType-5,No,207,No,LandCover-4,RoadClass-0,0,0
59724,48,225,-3.23,1.6,34.77,Combined,MUF,S,BET,127.22,Geology-2,16.87,SoilType-9,No,111,No,LandCover-2,RoadClass-0,0,0
66107,38,200,-2.66,4.05,38.8,Wastewater,MUF,S,BET,130.73,Geology-2,28.64,SoilType-5,No,70,No,LandCover-2,RoadClass-0,0,1
66843,36,200,-1.97,2.02,39.9,Combined,Others,S,PVC,126.22,Geology-2,39.45,SoilType-5,No,79,No,LandCover-2,RoadClass-1,0,1
165503,0,160,-2.01,3.97,44.06,Wastewater,Others,S,PVC,117.79,Geology-2,15.56,SoilType-9,No,303,No,LandCover-1,RoadClass-0,0,0
73989,99,300,-2.29,5.24,33.12,Combined,Others,S,Others,106.52,Geology-2,15.5,SoilType-2,No,546,No,LandCover-1,RoadClass-1,0,1
